,paul15_clusters,n_counts_all,louvain,louvain_anno,cell_type,dpt_pseudotime
1934,13Baso,639.0,0,0,HPC,0.09809701
1935,6Ery,2378.0,13,13,Ery3,0.6466242
1936,15Mo,2018.0,2,2,Neutrophils,0.25307268
1937,4Ery,4220.0,6,6,Ery1,0.60928077
1938,14Mo,2140.0,4,4,HPC,0.19110918
1939,13Baso,1048.0,0,0,HPC,0.16238889
1940,15Mo,2254.0,2,2,Neutrophils,0.27309355
1941,3Ery,3914.0,6,6,Ery1,0.65063524
1942,10GMP,1033.0,16,16/Stem,Early Progenitor,0.07418213
1943,13Baso,1547.0,0,0,HPC,0.21497947
1944,4Ery,3501.0,3,3,Ery0,0.7581544
1945,8Mk,763.0,8,8,Ery4,0.16719036
1946,3Ery,3965.0,15,15,Ery1,0.70225847
1947,14Mo,1663.0,9,9,Monocyte Progenitor,0.28796273
1948,15Mo,1282.0,1,1,Monocyte Progenitor,0.21535729
1949,16Neu,1922.0,2,2,Neutrophils,0.36039916
1950,15Mo,2772.0,4,4,HPC,0.29644626
1951,9GMP,2006.0,0,0,HPC,0.060389742
1952,16Neu,1484.0,19,19/Neu,Neutrophils,0.35774365
1953,12Baso,1013.0,22,22/Baso,Basophil,0.15769228
1954,10GMP,353.0,12,12,Ery4,0.16069463
1955,14Mo,2174.0,2,2,Neutrophils,0.26511365
1956,14Mo,2574.0,1,1,Monocyte Progenitor,0.26104558
1957,14Mo,1832.0,9,9,Monocyte Progenitor,0.30022627
1958,7MEP,1043.0,18,18,Ery2,0.42872387
1959,15Mo,2690.0,1,1,Monocyte Progenitor,0.35934395
1960,17Neu,762.0,22,22/Baso,Basophil,0.3439968
1961,2Ery,4680.0,3,3,Ery0,0.59728575
1962,14Mo,2508.0,4,4,HPC,0.27852708
1963,14Mo,1656.0,0,0,HPC,0.21687306
1964,4Ery,4647.0,3,3,Ery0,0.65387404
1965,6Ery,1356.0,7,7,Ery4,0.43126252
1966,15Mo,3376.0,14,14,Neutrophils,0.35894945
1967,2Ery,3301.0,5,5,Ery0,0.77372164
1968,2Ery,3604.0,6,6,Ery1,0.6463142
1969,5Ery,1479.0,13,13,Ery3,0.49862942
1970,2Ery,3550.0,5,5,Ery0,0.7593752
1971,2Ery,3350.0,5,5,Ery0,0.8359838
1972,14Mo,2291.0,1,1,Monocyte Progenitor,0.31152174
1973,2Ery,4966.0,5,5,Ery0,0.7851705
1974,14Mo,1451.0,11,11,Monocyte Progenitor,0.2264604
1975,15Mo,1967.0,1,1,Monocyte Progenitor,0.2786086
1976,5Ery,3490.0,6,6,Ery1,0.6227635
1977,6Ery,808.0,13,13,Ery3,0.46786878
1978,13Baso,703.0,0,0,HPC,0.101565905
1979,6Ery,517.0,12,12,Ery4,0.27232435
1980,13Baso,1197.0,1,1,Monocyte Progenitor,0.184958
1981,5Ery,1396.0,13,13,Ery3,0.43297997
1982,15Mo,2746.0,1,1,Monocyte Progenitor,0.25382927
1983,3Ery,3298.0,5,5,Ery0,0.78343904
1984,10GMP,630.0,0,0,HPC,0.05254096
1985,2Ery,3982.0,5,5,Ery0,0.785819
1986,14Mo,2248.0,9,9,Monocyte Progenitor,0.32136524
1987,2Ery,4288.0,6,6,Ery1,0.69132084
1988,14Mo,923.0,0,0,HPC,0.1083331
1989,2Ery,3737.0,5,5,Ery0,0.80271465
1990,2Ery,4623.0,17,17,Ery0,0.77424663
1991,2Ery,3953.0,5,5,Ery0,0.8267724
1992,5Ery,4224.0,6,6,Ery1,0.6601421
1993,14Mo,2529.0,1,1,Monocyte Progenitor,0.24563627
1994,1Ery,2918.0,5,5,Ery0,0.68232477
1995,5Ery,6102.0,6,6,Ery1,0.64234406
1996,4Ery,3140.0,5,5,Ery0,0.6679871
1997,2Ery,3608.0,5,5,Ery0,0.73958504
1998,10GMP,1324.0,0,0,HPC,0.06884884
1999,2Ery,3629.0,6,6,Ery1,0.686559
2000,2Ery,2256.0,6,6,Ery1,0.6838376
2001,7MEP,372.0,12,12,Ery4,0.27383384
2002,2Ery,2493.0,5,5,Ery0,0.8051225
2003,7MEP,309.0,8,8,Ery4,0.15336026
2004,1Ery,3408.0,10,10/Ery,Ery0,0.964322
2005,7MEP,1074.0,8,8,Ery4,0.2554366
2006,9GMP,475.0,0,0,HPC,0.07553113
2007,2Ery,2930.0,5,5,Ery0,0.76554567
2008,17Neu,341.0,16,16/Stem,Early Progenitor,0.022712989
2009,14Mo,1545.0,11,11,Monocyte Progenitor,0.25182295
2010,14Mo,2228.0,9,9,Monocyte Progenitor,0.2906893
2011,13Baso,2986.0,11,11,Monocyte Progenitor,0.24544194
2012,7MEP,380.0,12,12,Ery4,0.22391559
2013,16Neu,1482.0,14,14,Neutrophils,0.41723698
2014,2Ery,3359.0,5,5,Ery0,0.6480639
2015,2Ery,3165.0,5,5,Ery0,0.7816805
2016,7MEP,509.0,12,12,Ery4,0.2649876
2017,6Ery,761.0,7,7,Ery4,0.336626
2018,14Mo,2453.0,1,1,Monocyte Progenitor,0.2938247
2019,4Ery,6073.0,3,3,Ery0,0.68512666
2020,6Ery,752.0,12,12,Ery4,0.27090773
2021,2Ery,5972.0,10,10/Ery,Ery0,0.84422266
2022,4Ery,4379.0,6,6,Ery1,0.6706832
2023,1Ery,4565.0,10,10/Ery,Ery0,0.84528095
2024,5Ery,2171.0,13,13,Ery3,0.47417372
2025,19Lymph,340.0,21,21,DC,inf
2026,8Mk,788.0,20,20/Mk,Mep,0.20548879
2027,4Ery,4311.0,6,6,Ery1,0.6455711
2028,6Ery,739.0,12,12,Ery4,0.2581794
2029,13Baso,4909.0,9,9,Monocyte Progenitor,0.26408243
2030,6Ery,1958.0,18,18,Ery2,0.55116963
2031,13Baso,3403.0,1,1,Monocyte Progenitor,0.21856603
2032,7MEP,557.0,8,8,Ery4,0.19961718
2033,3Ery,5445.0,3,3,Ery0,0.64345455
2034,3Ery,5604.0,17,17,Ery0,0.8039996
2035,13Baso,2351.0,1,1,Monocyte Progenitor,0.2205443
2036,3Ery,2452.0,18,18,Ery2,0.48675445
2037,15Mo,2839.0,4,4,HPC,0.20557213
2038,14Mo,3316.0,1,1,Monocyte Progenitor,0.28950468
2039,6Ery,3054.0,18,18,Ery2,0.5592425
2040,10GMP,1326.0,0,0,HPC,0.1331908
2041,16Neu,2969.0,19,19/Neu,Neutrophils,0.39381227
2042,4Ery,4055.0,15,15,Ery1,0.7559509
2043,14Mo,3473.0,1,1,Monocyte Progenitor,0.18381038
2044,14Mo,5921.0,9,9,Monocyte Progenitor,0.30408773
2045,10GMP,1398.0,0,0,HPC,0.20161827
2046,3Ery,4568.0,15,15,Ery1,0.6582288
2047,10GMP,3211.0,0,0,HPC,0.1686475
2048,14Mo,2008.0,4,4,HPC,0.22498253
2049,3Ery,6955.0,15,15,Ery1,0.672271
2050,4Ery,4588.0,3,3,Ery0,0.73539686
2051,19Lymph,672.0,21,21,DC,inf
2052,14Mo,948.0,11,11,Monocyte Progenitor,0.26759508
2053,3Ery,4310.0,3,3,Ery0,0.79404515
2054,15Mo,2700.0,2,2,Neutrophils,0.3184
2055,15Mo,2615.0,2,2,Neutrophils,0.29185298
2056,10GMP,1733.0,0,0,HPC,0.12851092
2057,15Mo,3448.0,4,4,HPC,0.25549692
2058,15Mo,1438.0,2,2,Neutrophils,0.30043584
2059,14Mo,2223.0,1,1,Monocyte Progenitor,0.2547406
2060,13Baso,1111.0,11,11,Monocyte Progenitor,0.24352054
2061,16Neu,2173.0,14,14,Neutrophils,0.39940646
2062,14Mo,1093.0,4,4,HPC,0.31023163
2063,4Ery,4779.0,15,15,Ery1,0.6987787
2064,14Mo,1492.0,4,4,HPC,0.2633918
2065,9GMP,747.0,12,12,Ery4,0.23500648
2066,3Ery,4894.0,17,17,Ery0,0.821506
2067,14Mo,1930.0,1,1,Monocyte Progenitor,0.2533437
2068,3Ery,3837.0,3,3,Ery0,0.5891097
2069,10GMP,750.0,0,0,HPC,0.06959188
2070,16Neu,1340.0,2,2,Neutrophils,0.28883445
2071,16Neu,1252.0,2,2,Neutrophils,0.28162047
2072,13Baso,1919.0,4,4,HPC,0.2294129
2073,1Ery,6880.0,10,10/Ery,Ery0,0.9141333
2074,6Ery,618.0,7,7,Ery4,0.35273448
2075,2Ery,2347.0,5,5,Ery0,0.7277076
2076,14Mo,687.0,4,4,HPC,0.21824001
2077,2Ery,4437.0,5,5,Ery0,0.79169744
2078,14Mo,1350.0,2,2,Neutrophils,0.2755083
2079,5Ery,1759.0,13,13,Ery3,0.5584476
2080,2Ery,2926.0,6,6,Ery1,0.6871367
2081,9GMP,3245.0,0,0,HPC,0.12217825
2082,13Baso,2685.0,9,9,Monocyte Progenitor,0.29425347
2083,2Ery,2762.0,5,5,Ery0,0.7420934
2084,3Ery,1885.0,7,7,Ery4,0.51943225
2085,16Neu,1758.0,2,2,Neutrophils,0.35937202
2086,13Baso,1393.0,0,0,HPC,0.16180852
2087,14Mo,1634.0,1,1,Monocyte Progenitor,0.20307851
2088,4Ery,3811.0,6,6,Ery1,0.6890967
2089,3Ery,6218.0,15,15,Ery1,0.7249833
2090,6Ery,1990.0,7,7,Ery4,0.42007452
2091,7MEP,320.0,12,12,Ery4,0.23828745
2092,10GMP,579.0,4,4,HPC,0.20867048
2093,4Ery,3029.0,13,13,Ery3,0.5412745
2094,2Ery,2923.0,5,5,Ery0,0.74493337
2095,16Neu,2393.0,2,2,Neutrophils,0.28408352
2096,12Baso,876.0,22,22/Baso,Basophil,0.11940772
2097,19Lymph,1010.0,21,21,DC,inf
2098,7MEP,348.0,8,8,Ery4,0.26484066
2099,13Baso,1251.0,1,1,Monocyte Progenitor,0.22636157
2100,4Ery,4971.0,6,6,Ery1,0.7522537
2101,7MEP,363.0,12,12,Ery4,0.22485276
2102,4Ery,4203.0,15,15,Ery1,0.7105497
2103,12Baso,786.0,22,22/Baso,Basophil,0.1420637
2104,5Ery,1288.0,7,7,Ery4,0.44054767
2105,2Ery,2389.0,13,13,Ery3,0.61340773
2106,2Ery,3556.0,5,5,Ery0,0.73125535
2107,9GMP,580.0,0,0,HPC,0.054783355
2108,1Ery,3597.0,10,10/Ery,Ery0,0.7902114
2109,11DC,1231.0,23,23,Lymph,inf
2110,3Ery,4639.0,3,3,Ery0,0.73506016
2111,14Mo,1097.0,4,4,HPC,0.22944528
2112,16Neu,2410.0,2,2,Neutrophils,0.35167053
2113,2Ery,5746.0,10,10/Ery,Ery0,0.7494236
2114,5Ery,5869.0,6,6,Ery1,0.74042976
2115,14Mo,2294.0,1,1,Monocyte Progenitor,0.25951317
2116,15Mo,3477.0,1,1,Monocyte Progenitor,0.3186974
2117,9GMP,3161.0,0,0,HPC,0.051665597
2118,9GMP,436.0,16,16/Stem,Early Progenitor,0.0480355
2119,14Mo,2899.0,1,1,Monocyte Progenitor,0.34671757
2120,2Ery,3106.0,5,5,Ery0,0.77885675
2121,4Ery,5030.0,3,3,Ery0,0.7311228
2122,5Ery,2845.0,6,6,Ery1,0.6349233
2123,4Ery,3716.0,6,6,Ery1,0.6385955
2124,3Ery,5796.0,3,3,Ery0,0.72693986
2125,16Neu,1746.0,14,14,Neutrophils,0.34475195
2126,2Ery,3288.0,5,5,Ery0,0.72791296
2127,16Neu,2265.0,14,14,Neutrophils,0.35680968
2128,2Ery,4230.0,10,10/Ery,Ery0,0.8783668
2129,13Baso,2615.0,0,0,HPC,0.12443319
2130,2Ery,4061.0,5,5,Ery0,0.70536333
2131,6Ery,941.0,13,13,Ery3,0.52551496
2132,6Ery,1674.0,13,13,Ery3,0.4964334
2133,14Mo,1484.0,1,1,Monocyte Progenitor,0.31678304
2134,2Ery,2288.0,13,13,Ery3,0.67372304
2135,2Ery,1858.0,5,5,Ery0,0.7897899
2136,8Mk,814.0,8,8,Ery4,0.24115054
2137,8Mk,1142.0,20,20/Mk,Mep,0.24936594
2138,14Mo,1080.0,1,1,Monocyte Progenitor,0.22996907
2139,14Mo,2225.0,11,11,Monocyte Progenitor,0.2545937
2140,1Ery,3125.0,10,10/Ery,Ery0,0.87559956
2141,4Ery,5438.0,3,3,Ery0,0.8018027
2142,7MEP,353.0,12,12,Ery4,0.24601264
2143,16Neu,2354.0,2,2,Neutrophils,0.2504859
2144,16Neu,1063.0,2,2,Neutrophils,0.27053457
2145,14Mo,889.0,4,4,HPC,0.14721878
2146,3Ery,2928.0,6,6,Ery1,0.7523492
2147,2Ery,3155.0,10,10/Ery,Ery0,0.8051405
2148,16Neu,2334.0,1,1,Monocyte Progenitor,0.2896995
2149,17Neu,978.0,22,22/Baso,Basophil,0.35153168
2150,6Ery,2319.0,7,7,Ery4,0.48751333
2151,2Ery,3194.0,5,5,Ery0,0.780277
2152,14Mo,1092.0,0,0,HPC,0.25446096
2153,16Neu,1443.0,2,2,Neutrophils,0.27593642
2154,7MEP,413.0,12,12,Ery4,0.2657526
2155,2Ery,4360.0,3,3,Ery0,0.6400585
2156,3Ery,10120.0,17,17,Ery0,0.8230616
2157,2Ery,1841.0,6,6,Ery1,0.7077689
2158,6Ery,415.0,7,7,Ery4,0.4244171
2159,6Ery,694.0,7,7,Ery4,0.4256572
2160,6Ery,519.0,7,7,Ery4,0.27450934
2161,10GMP,387.0,0,0,HPC,0.09347614
2162,12Baso,781.0,16,16/Stem,Early Progenitor,0.016850028
2163,12Baso,588.0,16,16/Stem,Early Progenitor,0.01790266
2164,4Ery,5865.0,15,15,Ery1,0.6846785
2165,2Ery,2043.0,6,6,Ery1,0.7126549
2166,4Ery,915.0,13,13,Ery3,0.52462226
2167,2Ery,2208.0,5,5,Ery0,0.7677495
2168,14Mo,1619.0,1,1,Monocyte Progenitor,0.24330378
2169,3Ery,2576.0,5,5,Ery0,0.75501114
2170,6Ery,975.0,7,7,Ery4,0.35692933
2171,3Ery,4859.0,3,3,Ery0,0.81634814
2172,10GMP,341.0,16,16/Stem,Early Progenitor,0.032070365
2173,2Ery,3476.0,5,5,Ery0,0.75089335
2174,14Mo,1075.0,11,11,Monocyte Progenitor,0.27600548
2175,16Neu,1141.0,2,2,Neutrophils,0.31238106
2176,18Eos,845.0,4,4,HPC,0.42561892
2177,13Baso,2732.0,11,11,Monocyte Progenitor,0.26796845
2178,6Ery,1044.0,7,7,Ery4,0.4560967
2179,14Mo,2455.0,9,9,Monocyte Progenitor,0.3216593
2180,13Baso,1519.0,11,11,Monocyte Progenitor,0.26485786
2181,2Ery,2395.0,13,13,Ery3,0.6430789
2182,2Ery,3110.0,5,5,Ery0,0.8281976
2183,5Ery,1216.0,7,7,Ery4,0.43609315
2184,10GMP,1911.0,0,0,HPC,0.18849176
2185,5Ery,2416.0,6,6,Ery1,0.6727165
2186,14Mo,1529.0,1,1,Monocyte Progenitor,0.23903409
2187,13Baso,512.0,0,0,HPC,0.107786
2188,14Mo,1658.0,0,0,HPC,0.21141893
2189,16Neu,1714.0,14,14,Neutrophils,0.3538489
2190,2Ery,2559.0,5,5,Ery0,0.7092303
2191,10GMP,1292.0,20,20/Mk,Mep,0.23637868
2192,4Ery,3862.0,6,6,Ery1,0.67582035
2193,16Neu,1887.0,14,14,Neutrophils,0.38194326
2194,6Ery,915.0,12,12,Ery4,0.27197108
2195,15Mo,1609.0,1,1,Monocyte Progenitor,0.30758646
2196,14Mo,2850.0,0,0,HPC,0.1662304
2197,12Baso,615.0,16,16/Stem,Early Progenitor,0.06327263
2198,7MEP,495.0,8,8,Ery4,0.21475013
2199,10GMP,786.0,0,0,HPC,0.08693393
2200,15Mo,1705.0,1,1,Monocyte Progenitor,0.259722
2201,3Ery,11712.0,17,17,Ery0,0.90029556
2202,15Mo,3205.0,19,19/Neu,Neutrophils,0.38218015
2203,3Ery,7053.0,17,17,Ery0,0.7486906
2204,9GMP,872.0,0,0,HPC,0.041140877
2205,2Ery,3866.0,3,3,Ery0,0.7487652
2206,7MEP,642.0,16,16/Stem,Early Progenitor,0.06582418
2207,3Ery,2872.0,3,3,Ery0,0.71179056
2208,13Baso,1774.0,9,9,Monocyte Progenitor,0.29848236
2209,16Neu,1829.0,14,14,Neutrophils,0.3153487
2210,13Baso,2117.0,11,11,Monocyte Progenitor,0.27692425
2211,2Ery,5836.0,17,17,Ery0,0.85370666
2212,15Mo,2700.0,2,2,Neutrophils,0.28794444
2213,7MEP,290.0,8,8,Ery4,0.17515753
2214,6Ery,841.0,7,7,Ery4,0.40927312
2215,5Ery,3432.0,6,6,Ery1,0.55107826
2216,13Baso,2569.0,9,9,Monocyte Progenitor,0.27342716
2217,10GMP,1296.0,0,0,HPC,0.15404807
2218,9GMP,339.0,0,0,HPC,0.059245374
2219,13Baso,1754.0,4,4,HPC,0.18321013
2220,13Baso,1669.0,11,11,Monocyte Progenitor,0.2325311
2221,12Baso,333.0,16,16/Stem,Early Progenitor,0.09968504
2222,5Ery,2354.0,6,6,Ery1,0.74575764
2223,13Baso,647.0,0,0,HPC,0.20167151
2224,15Mo,3236.0,14,14,Neutrophils,0.39943466
2225,14Mo,2828.0,1,1,Monocyte Progenitor,0.2432401
2226,10GMP,1117.0,0,0,HPC,0.10377519
2227,15Mo,1836.0,1,1,Monocyte Progenitor,0.29310796
2228,4Ery,1986.0,13,13,Ery3,0.61793715
2229,5Ery,1244.0,13,13,Ery3,0.5671725
2230,8Mk,847.0,20,20/Mk,Mep,0.23216149
2231,13Baso,2037.0,11,11,Monocyte Progenitor,0.2859707
2232,7MEP,394.0,12,12,Ery4,0.28507835
2233,14Mo,1395.0,1,1,Monocyte Progenitor,0.32049462
2234,14Mo,1896.0,24,24/Mo,Monocyte Progenitor,0.33125034
2235,2Ery,2697.0,5,5,Ery0,0.7678595
2236,6Ery,435.0,7,7,Ery4,0.40294525
2237,2Ery,3854.0,5,5,Ery0,0.8656206
2238,13Baso,1363.0,0,0,HPC,0.20052329
2239,7MEP,647.0,8,8,Ery4,0.14809641
2240,16Neu,1361.0,14,14,Neutrophils,0.37306628
2241,14Mo,1392.0,9,9,Monocyte Progenitor,0.25450996
2242,3Ery,1501.0,13,13,Ery3,0.5315326
2243,16Neu,1789.0,2,2,Neutrophils,0.33763063
2244,19Lymph,531.0,16,16/Stem,Early Progenitor,0.07691283
2245,10GMP,1079.0,0,0,HPC,0.089668974
2246,12Baso,445.0,16,16/Stem,Early Progenitor,0.07273429
2247,10GMP,443.0,0,0,HPC,0.08135645
2248,13Baso,1492.0,11,11,Monocyte Progenitor,0.23743998
2249,1Ery,2446.0,10,10/Ery,Ery0,0.8624853
2250,16Neu,1301.0,2,2,Neutrophils,0.31930625
2251,6Ery,422.0,7,7,Ery4,0.27248514
2252,14Mo,3123.0,11,11,Monocyte Progenitor,0.26228338
2253,2Ery,2066.0,5,5,Ery0,0.73366785
2254,14Mo,1422.0,1,1,Monocyte Progenitor,0.29580787
2255,10GMP,490.0,0,0,HPC,0.0892535
2256,14Mo,1037.0,0,0,HPC,0.16157725
2257,16Neu,1617.0,2,2,Neutrophils,0.37306863
2258,9GMP,527.0,12,12,Ery4,0.21229026
2259,3Ery,1565.0,7,7,Ery4,0.42310303
2260,3Ery,7688.0,3,3,Ery0,0.6369131
2261,14Mo,1654.0,2,2,Neutrophils,0.23530108
2262,2Ery,5396.0,5,5,Ery0,0.69661736
2263,12Baso,673.0,16,16/Stem,Early Progenitor,0.0677826
2264,9GMP,673.0,16,16/Stem,Early Progenitor,0.04307978
2265,1Ery,4343.0,10,10/Ery,Ery0,0.91197515
2266,3Ery,3382.0,15,15,Ery1,0.6924054
2267,5Ery,3359.0,6,6,Ery1,0.7396315
2268,2Ery,3080.0,5,5,Ery0,0.7273183
2269,8Mk,1277.0,20,20/Mk,Mep,0.28761253
2270,2Ery,4908.0,10,10/Ery,Ery0,0.79021525
2271,16Neu,1811.0,14,14,Neutrophils,0.33112106
2272,5Ery,3084.0,13,13,Ery3,0.6589039
2273,10GMP,1191.0,16,16/Stem,Early Progenitor,0.027296638
2274,13Baso,2697.0,11,11,Monocyte Progenitor,0.21256697
2275,16Neu,1926.0,2,2,Neutrophils,0.35292178
2276,14Mo,1665.0,1,1,Monocyte Progenitor,0.2753215
2277,2Ery,3899.0,5,5,Ery0,0.8630514
2278,5Ery,2479.0,13,13,Ery3,0.5290687
2279,15Mo,3120.0,1,1,Monocyte Progenitor,0.34095696
2280,7MEP,319.0,12,12,Ery4,0.21539311
2281,15Mo,1484.0,2,2,Neutrophils,0.28076923
2282,5Ery,3535.0,6,6,Ery1,0.6881638
2283,6Ery,2101.0,7,7,Ery4,0.4826635
2284,5Ery,1748.0,13,13,Ery3,0.5556243
2285,2Ery,5318.0,5,5,Ery0,0.7460865
2286,3Ery,5621.0,3,3,Ery0,0.62856
2287,15Mo,1411.0,19,19/Neu,Neutrophils,0.4323871
2288,7MEP,591.0,12,12,Ery4,0.25123683
2289,3Ery,3289.0,3,3,Ery0,0.7194836
2290,15Mo,1490.0,9,9,Monocyte Progenitor,0.24897747
2291,16Neu,2241.0,19,19/Neu,Neutrophils,0.37418097
2292,6Ery,1535.0,7,7,Ery4,0.47733632
2293,7MEP,281.0,8,8,Ery4,0.2670662
2294,6Ery,1735.0,7,7,Ery4,0.44372672
2295,6Ery,1091.0,7,7,Ery4,0.4423171
2296,10GMP,500.0,0,0,HPC,0.060888875
2297,4Ery,4075.0,3,3,Ery0,0.7597784
2298,13Baso,2375.0,11,11,Monocyte Progenitor,0.26324767
2299,14Mo,1973.0,2,2,Neutrophils,0.2861999
2300,13Baso,2225.0,4,4,HPC,0.16044632
2301,3Ery,5666.0,3,3,Ery0,0.59993494
2302,6Ery,1183.0,7,7,Ery4,0.4859972
2303,8Mk,303.0,8,8,Ery4,0.20121966
2304,14Mo,1936.0,1,1,Monocyte Progenitor,0.23100907
2305,2Ery,3321.0,5,5,Ery0,0.6938409
2306,9GMP,617.0,0,0,HPC,0.09848538
2307,6Ery,1980.0,18,18,Ery2,0.5545529
2308,15Mo,1304.0,2,2,Neutrophils,0.25735953
2309,13Baso,1876.0,0,0,HPC,0.140501
2310,3Ery,1337.0,13,13,Ery3,0.55812526
2311,16Neu,1780.0,14,14,Neutrophils,0.41694814
2312,2Ery,4420.0,10,10/Ery,Ery0,0.84216076
2313,9GMP,672.0,0,0,HPC,0.041370712
2314,14Mo,2197.0,2,2,Neutrophils,0.23692295
2315,3Ery,6762.0,15,15,Ery1,0.74915665
2316,14Mo,2224.0,11,11,Monocyte Progenitor,0.24461639
2317,14Mo,1943.0,11,11,Monocyte Progenitor,0.25885096
2318,16Neu,1341.0,1,1,Monocyte Progenitor,0.22592121
2319,14Mo,1671.0,1,1,Monocyte Progenitor,0.2915223
2320,9GMP,594.0,0,0,HPC,0.05342753
2321,3Ery,3541.0,6,6,Ery1,0.6848172
2322,13Baso,3707.0,24,24/Mo,Monocyte Progenitor,0.34035555
2323,10GMP,457.0,12,12,Ery4,0.3062116
2324,14Mo,1707.0,4,4,HPC,0.22928306
2325,3Ery,862.0,13,13,Ery3,0.5599199
2326,6Ery,864.0,7,7,Ery4,0.40141168
2327,14Mo,2100.0,9,9,Monocyte Progenitor,0.30401018
2328,4Ery,2456.0,6,6,Ery1,0.57653904
2329,3Ery,7743.0,17,17,Ery0,0.8748976
2330,2Ery,2460.0,5,5,Ery0,0.8295076
2331,2Ery,2494.0,5,5,Ery0,0.8083409
2332,14Mo,1303.0,4,4,HPC,0.31211877
2333,2Ery,4716.0,6,6,Ery1,0.67161995
2334,8Mk,634.0,7,7,Ery4,0.40500215
2335,10GMP,1141.0,0,0,HPC,0.07094102
2336,10GMP,654.0,0,0,HPC,0.053596728
2337,14Mo,1379.0,0,0,HPC,0.1761994
2338,10GMP,354.0,0,0,HPC,0.06644313
2339,16Neu,1856.0,2,2,Neutrophils,0.34728023
2340,10GMP,1411.0,0,0,HPC,0.15726033
2341,10GMP,1232.0,0,0,HPC,0.18943685
2342,13Baso,4032.0,11,11,Monocyte Progenitor,0.2161561
2343,16Neu,1556.0,19,19/Neu,Neutrophils,0.41999084
2344,2Ery,2311.0,13,13,Ery3,0.6314044
2345,16Neu,1984.0,2,2,Neutrophils,0.34849343
2346,2Ery,2943.0,5,5,Ery0,0.809987
2347,14Mo,1633.0,24,24/Mo,Monocyte Progenitor,0.3595784
2348,11DC,599.0,23,23,Lymph,inf
2349,14Mo,1678.0,1,1,Monocyte Progenitor,0.28429285
2350,11DC,873.0,23,23,Lymph,inf
2351,14Mo,924.0,4,4,HPC,0.28131908
2352,13Baso,1878.0,24,24/Mo,Monocyte Progenitor,0.30928475
2353,2Ery,5051.0,10,10/Ery,Ery0,0.7741796
2354,2Ery,6837.0,17,17,Ery0,0.847307
2355,16Neu,1623.0,2,2,Neutrophils,0.23062395
2356,2Ery,1543.0,13,13,Ery3,0.6213523
2357,2Ery,3844.0,10,10/Ery,Ery0,0.7674534
2358,14Mo,1832.0,1,1,Monocyte Progenitor,0.22483078
2359,5Ery,2630.0,13,13,Ery3,0.6220477
2360,2Ery,3529.0,6,6,Ery1,0.7686673
2361,7MEP,349.0,12,12,Ery4,0.24211682
2362,9GMP,462.0,16,16/Stem,Early Progenitor,0.05220317
2363,2Ery,4987.0,5,5,Ery0,0.8200866
2364,10GMP,413.0,0,0,HPC,0.07394896
2365,7MEP,433.0,8,8,Ery4,0.1742379
2366,6Ery,839.0,7,7,Ery4,0.39053687
2367,15Mo,2428.0,1,1,Monocyte Progenitor,0.28141755
2368,5Ery,5301.0,6,6,Ery1,0.7048311
2369,5Ery,4137.0,6,6,Ery1,0.64731526
2370,15Mo,1589.0,2,2,Neutrophils,0.29619086
2371,14Mo,864.0,11,11,Monocyte Progenitor,0.22522102
2372,8Mk,695.0,20,20/Mk,Mep,0.26559037
2373,14Mo,2839.0,9,9,Monocyte Progenitor,0.2882375
2374,15Mo,1653.0,2,2,Neutrophils,0.28956947
2375,4Ery,905.0,7,7,Ery4,0.5810925
2376,14Mo,1688.0,1,1,Monocyte Progenitor,0.22910266
2377,13Baso,426.0,4,4,HPC,0.19174938
2378,6Ery,702.0,7,7,Ery4,0.40259847
2379,4Ery,3664.0,15,15,Ery1,0.7997685
2380,13Baso,2208.0,9,9,Monocyte Progenitor,0.2459931
2381,4Ery,2807.0,3,3,Ery0,0.75312585
2382,9GMP,727.0,0,0,HPC,0.09793212
2383,3Ery,3417.0,17,17,Ery0,0.76450396
2384,8Mk,831.0,20,20/Mk,Mep,0.23150577
2385,8Mk,2373.0,20,20/Mk,Mep,0.5414397
2386,15Mo,2002.0,2,2,Neutrophils,0.33783746
2387,2Ery,2991.0,10,10/Ery,Ery0,0.825408
2388,12Baso,712.0,22,22/Baso,Basophil,0.14216073
2389,3Ery,2199.0,18,18,Ery2,0.541129
2390,15Mo,1782.0,14,14,Neutrophils,0.30943808
2391,15Mo,1858.0,2,2,Neutrophils,0.31796354
2392,9GMP,579.0,0,0,HPC,0.09311366
2393,3Ery,3649.0,3,3,Ery0,0.6546377
2394,10GMP,898.0,0,0,HPC,0.10097359
2395,15Mo,1799.0,2,2,Neutrophils,0.35181496
2396,16Neu,1212.0,19,19/Neu,Neutrophils,0.3640369
2397,4Ery,3685.0,15,15,Ery1,0.67803335
2398,3Ery,2297.0,15,15,Ery1,0.6856926
2399,14Mo,2458.0,1,1,Monocyte Progenitor,0.20393077
2400,3Ery,7192.0,15,15,Ery1,0.67686534
2401,16Neu,2113.0,19,19/Neu,Neutrophils,0.35615006
2402,6Ery,1148.0,7,7,Ery4,0.43165562
2403,5Ery,1637.0,18,18,Ery2,0.61760813
2404,13Baso,1651.0,0,0,HPC,0.1122614
2405,13Baso,2860.0,4,4,HPC,0.21877852
2406,11DC,1030.0,23,23,Lymph,inf
2407,13Baso,2805.0,24,24/Mo,Monocyte Progenitor,0.33969378
2408,8Mk,731.0,20,20/Mk,Mep,0.19726752
